batch,config,latency_us,win_pct,rel_err
8,baseline,104.87583875656128,0.0,0.0
8,opt,103.50175976753235,1.310195947246205,0.25957661867141724
32,baseline,151.14183902740479,0.0,0.0
32,opt,148.01767945289612,2.0670382169573838,0.212890625
80,baseline,198.70792150497437,0.0,0.0
80,opt,211.1358380317688,-6.254363908931189,0.2385948896408081
