B,S,mqa_logits_ms,topk_ms,full_indexer_ms,gather_ms,dense_fa_ms,sparse_fa_ms,scorer_only_ms,indexer_ms,setup_overhead_ms,dsa_total_ms,speedup_vs_dense,indexer_frac,idx_over_sparse,sparse_over_dense
1,32768,0.08997333227168947,0.09585980893600554,0.47329980844543096,0.01920304757853349,0.04380647625241961,0.030723047575780323,0.185833141207695,0.47329980844543096,0.28746666723773595,0.5232259035997447,0.08372382932694118,0.9045802304304374,15.40536651769351,0.7013357431159134
1,131072,0.33949714189484004,0.10644266754388809,0.7599131493341356,0.021400381057035355,0.055949714744374865,0.02697142878813403,0.44593980943872813,0.7599131493341356,0.31397333989540743,0.808284959179305,0.06922028439225643,0.9401550043758281,28.174745776480936,0.4820655281508064
1,1048576,2.671494109289987,0.1966491440931956,3.169043790726435,0.026090666474330993,0.19310323681150163,0.028889904951765424,2.8681432533831823,3.169043790726435,0.3009005373432525,3.224024362152531,0.0598950923195182,0.98294660174671,109.69381159327001,0.14960860019123554
16,32768,0.09104761729637782,0.1064838096499443,0.4810986646584102,0.03952914245781444,0.07436952385164443,0.029965714329764956,0.19753142694632214,0.4810986646584102,0.2835672377120881,0.5505935214459896,0.13507155633857143,0.873781920635264,16.054970669614065,0.4029300280252146
16,131072,0.34444495467912584,0.12867657059714907,0.7650498974890936,0.040004571278889976,0.2327222831192471,0.027451428895195324,0.47312152527627493,0.7650498974890936,0.29192837221281864,0.832505897663179,0.27954430565896543,0.9189723455852595,27.86921950073776,0.11795788751835676
16,1048576,2.7082941191537038,0.30171733101209003,3.311550492332095,0.0477043805377824,1.69877637000311,0.027987809585673467,3.010011450165794,3.311550492332095,0.3015390421663011,3.3872426824555513,0.5015218953168119,0.9776537445883318,118.32117415959651,0.01647527601624352
