tokens,step,latency_us,step_saved_us,cumulative_pct,rel_error,tie_excluded_error,tie_rows
4096,baseline,934.73,0.0,0.0,0.0,0.0,0
4096,precomputed_route+packed_AR,927.17,7.56,0.8,0.19695723056793213,0.003289473708719015,2013
4096,+overlap_shared_branch,928.21,-1.04,0.7,0.19695723056793213,0.003289473708719015,2013
4096,+radix_routing,897.21,31.0,4.0,0.19695723056793213,0.003289473708719015,2013
4096,+fc2_shard_tail,695.29,201.92,25.6,0.19695723056793213,0.00657894741743803,2013
4096,+fc1_shard(dma_AG),639.48,55.81,31.6,0.19695723056793213,0.00657894741743803,2013
8192,baseline,1758.29,0.0,0.0,0.0,0.0,0
8192,precomputed_route+packed_AR,1751.86,6.43,0.4,0.13904494047164917,0.00561797758564353,4015
8192,+overlap_shared_branch,1772.0,-20.14,-0.8,0.13904494047164917,0.00561797758564353,4015
8192,+radix_routing,1703.26,68.74,3.1,0.13904494047164917,0.00561797758564353,4015
8192,+fc2_shard_tail,1266.33,436.93,28.0,0.139396071434021,0.00561797758564353,4015
8192,+fc1_shard(dma_AG),1119.27,147.07,36.3,0.139396071434021,0.00561797758564353,4015
8192,+native_expert_backend,1136.88,-17.61,35.3,0.139396071434021,0.00561797758564353,4015
